# To represent the change in time

set Household 	:= Household1	Household2	Household3	Household4	Household5	Household6	Household7	Household8	Household9	Household10	Household11	Household12	Household13	Household14	Household15	Household16	Household17	Household18	Household19	Household20	Household21	Household22	Household23	Household24	Household25	Household26	Household27	Household28	Household29	Household30	Household31	Household32	Household33	Household34	Household35	Household36	Household37	Household38	Household39	Household40	Household41	Household42	Household43	Household44	Household45	Household46	Household47	Household48	Household49	Household50	Household51	Household52	Household53	Household54	Household55	Household56	Household57	Household58	Household59	Household60	Household61	Household62	Household63	Household64	Household65	Household66	Household67	Household68	Household69	Household70	Household71	Household72	Household73	Household74	Household75	Household76	Household77	Household78	Household79	Household80	Household81	Household82	Household83	Household84	Household85	Household86	Household87	Household88	Household89	Household90	Household91	Household92	Household93	Household94	Household95	Household96	Household97	Household98	Household99	Household100	Household101	Household102	Household103	Household104	Household105	Household106	Household107	Household108	Household109	Household110	Household111	Household112	Household113	Household114	Household115	Household116	Household117	Household118	Household119	Household120	Household121	Household122	Household123	Household124	Household125	Household126	Household127	Household128	Household129	Household130	Household131	Household132	Household133	Household134	Household135	Household136	Household137	Household138	Household139	Household140	Household141	Household142	Household143	Household144	Household145	Household146	Household147	Household148	Household149	Household150	Household151	Household152	Household153	Household154	Household155	Household156	Household157	Household158	Household159	Household160	Household161	Household162	Household163	Household164	Household165	Household166	Household167	Household168	Household169	Household170	Household171	Household172	Household173	Household174	Household175	Household176	Household177	Household178	Household179	Household180	Household181	Household182	Household183	Household184	Household185	Household186	Household187	Household188	Household189	Household190	Household191	Household192	Household193	Household194	Household195	Household196	Household197	Household198	Household199	Household200 ;
set EVs 		:= Vehicle1	Vehicle2	Vehicle3	Vehicle4	Vehicle5	Vehicle6	Vehicle7	Vehicle8	Vehicle9	Vehicle10	Vehicle11	Vehicle12	Vehicle13	Vehicle14	Vehicle15	Vehicle16	Vehicle17	Vehicle18	Vehicle19	Vehicle20	Vehicle21	Vehicle22	Vehicle23	Vehicle24	Vehicle25	Vehicle26	Vehicle27	Vehicle28	Vehicle29	Vehicle30	Vehicle31	Vehicle32	Vehicle33	Vehicle34	Vehicle35	Vehicle36	Vehicle37	Vehicle38	Vehicle39	Vehicle40	Vehicle41	Vehicle42	Vehicle43	Vehicle44	Vehicle45	Vehicle46	Vehicle47	Vehicle48	Vehicle49	Vehicle50	Vehicle51	Vehicle52	Vehicle53	Vehicle54	Vehicle55	Vehicle56	Vehicle57	Vehicle58	Vehicle59	Vehicle60	Vehicle61	Vehicle62	Vehicle63	Vehicle64	Vehicle65	Vehicle66	Vehicle67	Vehicle68	Vehicle69	Vehicle70	Vehicle71	Vehicle72	Vehicle73	Vehicle74	Vehicle75	Vehicle76	Vehicle77	Vehicle78	Vehicle79	Vehicle80	Vehicle81	Vehicle82	Vehicle83	Vehicle84	Vehicle85	Vehicle86	Vehicle87	Vehicle88	Vehicle89	Vehicle90	Vehicle91	Vehicle92	Vehicle93	Vehicle94	Vehicle95	Vehicle96	Vehicle97	Vehicle98	Vehicle99	Vehicle100	Vehicle101	Vehicle102	Vehicle103	Vehicle104	Vehicle105	Vehicle106	Vehicle107	Vehicle108	Vehicle109	Vehicle110	Vehicle111	Vehicle112	Vehicle113	Vehicle114	Vehicle115	Vehicle116	Vehicle117	Vehicle118	Vehicle119	Vehicle120	Vehicle121	Vehicle122	Vehicle123	Vehicle124	Vehicle125	Vehicle126	Vehicle127	Vehicle128	Vehicle129	Vehicle130	Vehicle131	Vehicle132	Vehicle133	Vehicle134	Vehicle135	Vehicle136	Vehicle137	Vehicle138	Vehicle139	Vehicle140	Vehicle141	Vehicle142	Vehicle143	Vehicle144	Vehicle145	Vehicle146	Vehicle147	Vehicle148	Vehicle149	Vehicle150	Vehicle151	Vehicle152	Vehicle153	Vehicle154	Vehicle155	Vehicle156	Vehicle157	Vehicle158	Vehicle159	Vehicle160	Vehicle161	Vehicle162	Vehicle163	Vehicle164	Vehicle165	Vehicle166	Vehicle167	Vehicle168	Vehicle169	Vehicle170	Vehicle171	Vehicle172	Vehicle173	Vehicle174	Vehicle175	Vehicle176	Vehicle177	Vehicle178	Vehicle179	Vehicle180	Vehicle181	Vehicle182	Vehicle183	Vehicle184	Vehicle185	Vehicle186	Vehicle187	Vehicle188	Vehicle189	Vehicle190	Vehicle191	Vehicle192	Vehicle193	Vehicle194	Vehicle195	Vehicle196	Vehicle197	Vehicle198	Vehicle199	Vehicle200	Vehicle201	Vehicle202	Vehicle203	Vehicle204	Vehicle205	Vehicle206	Vehicle207	Vehicle208	Vehicle209	Vehicle210	Vehicle211	Vehicle212	Vehicle213	Vehicle214	Vehicle215	Vehicle216	Vehicle217	Vehicle218	Vehicle219	Vehicle220	Vehicle221	Vehicle222	Vehicle223	Vehicle224	Vehicle225	Vehicle226	Vehicle227	Vehicle228	Vehicle229	Vehicle230	Vehicle231	Vehicle232	Vehicle233	Vehicle234	Vehicle235	Vehicle236	Vehicle237	Vehicle238	Vehicle239	Vehicle240	Vehicle241	Vehicle242	Vehicle243	Vehicle244	Vehicle245	Vehicle246	Vehicle247	Vehicle248	Vehicle249	Vehicle250	Vehicle251	Vehicle252	Vehicle253	Vehicle254	Vehicle255	Vehicle256	Vehicle257	Vehicle258	Vehicle259	Vehicle260	Vehicle261	Vehicle262	Vehicle263	Vehicle264	Vehicle265	Vehicle266	Vehicle267	Vehicle268	Vehicle269	Vehicle270	Vehicle271	Vehicle272	Vehicle273	Vehicle274	Vehicle275	Vehicle276	Vehicle277	Vehicle278	Vehicle279	Vehicle280	Vehicle281	Vehicle282	Vehicle283	Vehicle284	Vehicle285	Vehicle286	Vehicle287	Vehicle288	Vehicle289	Vehicle290	Vehicle291	Vehicle292	Vehicle293	Vehicle294	Vehicle295	Vehicle296	Vehicle297	Vehicle298	Vehicle299	Vehicle300	Vehicle301	Vehicle302	Vehicle303	Vehicle304	Vehicle305	Vehicle306	Vehicle307	Vehicle308	Vehicle309	Vehicle310	Vehicle311	Vehicle312	Vehicle313	Vehicle314	Vehicle315	Vehicle316	Vehicle317	Vehicle318	Vehicle319	Vehicle320	Vehicle321	Vehicle322	Vehicle323	Vehicle324	Vehicle325	Vehicle326	Vehicle327	Vehicle328	Vehicle329	Vehicle330	Vehicle331	Vehicle332	Vehicle333	Vehicle334	Vehicle335	Vehicle336	Vehicle337	Vehicle338	Vehicle339	Vehicle340	Vehicle341	Vehicle342	Vehicle343	Vehicle344	Vehicle345	Vehicle346	Vehicle347	Vehicle348;
set Hours 		:= 0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23 ;
set Cluster		:= 1 	2	3	4	5	;


set ClusterHouse [1	]:=	Household30	Household39	Household63	Household82	Household90	Household92	Household174	;																																																																																												
set ClusterHouse [2	]:=	Household2	Household3	Household8	Household11	Household13	Household15	Household17	Household24	Household25	Household27	Household29	Household32	Household33	Household44	Household46	Household48	Household49	Household58	Household64	Household65	Household67	Household77	Household78	Household85	Household86	Household87	Household88	Household89	Household94	Household103	Household112	Household113	Household114	Household119	Household129	Household131	Household133	Household138	Household145	Household148	Household150	Household151	Household152	Household159	Household160	Household162	Household163	Household165	Household166	Household167	Household170	Household171	Household172	Household175	Household176	Household180	Household190	Household196 ;																																										
set ClusterHouse [3	]:=	Household34	Household43	Household62	Household72	Household76	Household110	Household134	Household144	Household199	;																																																																																										
set ClusterHouse [4	]:=	Household5	Household12	Household50	Household55	Household57	Household61	Household66	Household81	Household83	Household84	Household93	Household96	Household116	Household118	Household123	Household137	Household139	Household143	Household146	Household149	Household154	Household155	Household158	Household179	Household186	Household192	Household198	;																																																																									
set ClusterHouse [5	]:=	Household1	Household4	Household6	Household7	Household9	Household10	Household14	Household16	Household18	Household19	Household20	Household21	Household22	Household23	Household26	Household28	Household31	Household35	Household36	Household37	Household38	Household40	Household41	Household42	Household45	Household47	Household51	Household52	Household53	Household54	Household56	Household59	Household60	Household68	Household69	Household70	Household71	Household73	Household74	Household75	Household79	Household80	Household91	Household95	Household97	Household98	Household99	Household100	Household101	Household102	Household104	Household105	Household106	Household107	Household108	Household109	Household111	Household115	Household117	Household120	Household121	Household122	Household124	Household125	Household126	Household127	Household128	Household130	Household132	Household135	Household136	Household140	Household141	Household142	Household147	Household153	Household156	Household157	Household161	Household164	Household168	Household169	Household173	Household177	Household178	Household181	Household182	Household183	Household184	Household185	Household187	Household188	Household189	Household191	Household193	Household194	Household195	Household197	Household200	;	


param  Energy_price :=
0	0.01322
1	0.01064
2	0.00925
3	0.00821
4	0.009
5	0.00883
6	0.00912
7	0.01288
8	0.01514
9	0.01669
10	0.01927
11	0.01976
12	0.01978
13	0.02021
14	0.02156
15	0.02116
16	0.02175
17	0.02883
18	0.03114
19	0.02453
20	0.02133
21	0.01933
22	0.01885
23	0.01456 ;

param : DemandHousehold :=
Household1	17.11630333
Household2	31.06344667
Household3	24.825125
Household4	19.67957167
Household5	24.49689167
Household6	30.48813167
Household7	25.79314167
Household8	28.41518333
Household9	19.852445
Household10	15.503865
Household11	16.86978
Household12	27.07399333
Household13	27.7864
Household14	18.56414667
Household15	26.58994
Household16	15.18752167
Household17	22.84929833
Household18	24.94414667
Household19	13.73098667
Household20	22.89883
Household21	15.17807333
Household22	19.05953333
Household23	21.100885
Household24	23.01490667
Household25	26.42095167
Household26	19.06135333
Household27	20.04665167
Household28	20.380635
Household29	26.02954833
Household30	70.67915333
Household31	26.22472333
Household32	31.83661667
Household33	35.614015
Household34	39.62224167
Household35	24.003675
Household36	22.14924333
Household37	28.762415
Household38	21.607525
Household39	66.933315
Household40	22.10499833
Household41	32.47552833
Household42	17.695525
Household43	35.67687667
Household44	28.08437167
Household45	12.821215
Household46	22.08360833
Household47	20.24449
Household48	20.73036
Household49	26.18467
Household50	37.018335
Household51	21.60099
Household52	22.91573
Household53	29.51176667
Household54	29.817015
Household55	26.65926
Household56	22.99888
Household57	29.43592833
Household58	25.47466333
Household59	16.48876
Household60	17.847395
Household61	30.39310667
Household62	42.13153167
Household63	45.87528167
Household64	23.16412167
Household65	28.18616833
Household66	24.02462333
Household67	27.10534667
Household68	13.423385
Household69	15.54230167
Household70	18.54397167
Household71	20.13175333
Household72	41.32267167
Household73	17.77728167
Household74	20.96459
Household75	19.19271
Household76	50.48862333
Household77	29.90613833
Household78	11.6575
Household79	12.74335833
Household80	19.23724
Household81	35.79110833
Household82	50.23934333
Household83	29.91766667
Household84	31.28458667
Household85	23.59430833
Household86	27.099215
Household87	36.18343333
Household88	34.99594333
Household89	23.65621167
Household90	43.84549
Household91	28.80388833
Household92	70.35082667
Household93	45.93557167
Household94	37.95915833
Household95	25.15787333
Household96	43.10313667
Household97	13.52122833
Household98	29.15997667
Household99	19.74499167
Household100	14.15471
Household101	20.968355
Household102	20.50713167
Household103	27.65939833
Household104	12.21761167
Household105	20.74955833
Household106	17.99642
Household107	21.62333333
Household108	16.67761333
Household109	23.95331167
Household110	38.02002167
Household111	22.024325
Household112	24.31244167
Household113	35.39403833
Household114	16.62535667
Household115	20.27127333
Household116	29.69392167
Household117	17.28783833
Household118	29.09601333
Household119	33.24034167
Household120	14.695625
Household121	20.32829
Household122	23.81288
Household123	30.35927833
Household124	23.93541167
Household125	16.98619167
Household126	25.59566
Household127	16.95956333
Household128	18.214045
Household129	28.00713833
Household130	27.90414833
Household131	23.73028333
Household132	15.53577333
Household133	30.12462
Household134	41.771025
Household135	35.28247333
Household136	14.97148333
Household137	34.87146833
Household138	25.191825
Household139	34.518345
Household140	16.45837667
Household141	18.32217
Household142	21.41620667
Household143	24.77016
Household144	42.639015
Household145	22.871285
Household146	20.67293
Household147	15.00753
Household148	21.27688667
Household149	32.15942833
Household150	34.74618833
Household151	34.77420667
Household152	24.22278333
Household153	26.27194
Household154	35.48150167
Household155	34.26795667
Household156	21.52367833
Household157	16.33855333
Household158	32.40360167
Household159	24.85751833
Household160	33.390575
Household161	16.44204
Household162	28.45726167
Household163	35.53423667
Household164	20.71098167
Household165	22.18732333
Household166	19.636625
Household167	25.76979
Household168	24.59222667
Household169	16.700395
Household170	24.94919167
Household171	25.22994
Household172	25.87666167
Household173	17.66884167
Household174	51.95183833
Household175	25.65378667
Household176	34.15779333
Household177	15.79035333
Household178	20.02174667
Household179	32.29166
Household180	25.22574
Household181	14.29130833
Household182	21.75647167
Household183	21.059975
Household184	21.52916667
Household185	17.57046333
Household186	29.36389667
Household187	19.79795333
Household188	19.49344
Household189	16.13621833
Household190	31.310805
Household191	16.20852667
Household192	29.142745
Household193	18.53185
Household194	19.46501167
Household195	17.26196167
Household196	32.05114167
Household197	14.814945
Household198	30.67626167
Household199	41.08531
Household200	23.12824333 ;


param : SOC_Final :=
Vehicle1	1
Vehicle2	1
Vehicle3	1
Vehicle4	1
Vehicle5	1
Vehicle6	1
Vehicle7	1
Vehicle8	1
Vehicle9	1
Vehicle10	1
Vehicle11	1
Vehicle12	1
Vehicle13	1
Vehicle14	1
Vehicle15	1
Vehicle16	1
Vehicle17	1
Vehicle18	1
Vehicle19	1
Vehicle20	1
Vehicle21	1
Vehicle22	1
Vehicle23	1
Vehicle24	1
Vehicle25	1
Vehicle26	1
Vehicle27	1
Vehicle28	1
Vehicle29	1
Vehicle30	1
Vehicle31	1
Vehicle32	1
Vehicle33	1
Vehicle34	1
Vehicle35	1
Vehicle36	1
Vehicle37	1
Vehicle38	1
Vehicle39	1
Vehicle40	1
Vehicle41	1
Vehicle42	1
Vehicle43	1
Vehicle44	1
Vehicle45	1
Vehicle46	1
Vehicle47	1
Vehicle48	1
Vehicle49	1
Vehicle50	1
Vehicle51	1
Vehicle52	1
Vehicle53	1
Vehicle54	1
Vehicle55	1
Vehicle56	1
Vehicle57	1
Vehicle58	1
Vehicle59	1
Vehicle60	1
Vehicle61	1
Vehicle62	1
Vehicle63	1
Vehicle64	1
Vehicle65	1
Vehicle66	1
Vehicle67	1
Vehicle68	1
Vehicle69	1
Vehicle70	1
Vehicle71	1
Vehicle72	1
Vehicle73	1
Vehicle74	1
Vehicle75	1
Vehicle76	1
Vehicle77	1
Vehicle78	1
Vehicle79	1
Vehicle80	1
Vehicle81	1
Vehicle82	1
Vehicle83	1
Vehicle84	1
Vehicle85	1
Vehicle86	1
Vehicle87	1
Vehicle88	1
Vehicle89	1
Vehicle90	1
Vehicle91	1
Vehicle92	1
Vehicle93	1
Vehicle94	1
Vehicle95	1
Vehicle96	1
Vehicle97	1
Vehicle98	1
Vehicle99	1
Vehicle100	1
Vehicle101	1
Vehicle102	1
Vehicle103	1
Vehicle104	1
Vehicle105	1
Vehicle106	1
Vehicle107	1
Vehicle108	1
Vehicle109	1
Vehicle110	1
Vehicle111	1
Vehicle112	1
Vehicle113	1
Vehicle114	1
Vehicle115	1
Vehicle116	1
Vehicle117	1
Vehicle118	1
Vehicle119	1
Vehicle120	1
Vehicle121	1
Vehicle122	1
Vehicle123	1
Vehicle124	1
Vehicle125	1
Vehicle126	1
Vehicle127	1
Vehicle128	1
Vehicle129	1
Vehicle130	1
Vehicle131	1
Vehicle132	1
Vehicle133	1
Vehicle134	1
Vehicle135	1
Vehicle136	1
Vehicle137	1
Vehicle138	1
Vehicle139	1
Vehicle140	1
Vehicle141	1
Vehicle142	1
Vehicle143	1
Vehicle144	1
Vehicle145	1
Vehicle146	1
Vehicle147	1
Vehicle148	1
Vehicle149	1
Vehicle150	1
Vehicle151	1
Vehicle152	1
Vehicle153	1
Vehicle154	1
Vehicle155	1
Vehicle156	1
Vehicle157	1
Vehicle158	1
Vehicle159	1
Vehicle160	1
Vehicle161	1
Vehicle162	1
Vehicle163	1
Vehicle164	1
Vehicle165	1
Vehicle166	1
Vehicle167	1
Vehicle168	1
Vehicle169	1
Vehicle170	1
Vehicle171	1
Vehicle172	1
Vehicle173	1
Vehicle174	1
Vehicle175	1
Vehicle176	1
Vehicle177	1
Vehicle178	1
Vehicle179	1
Vehicle180	1
Vehicle181	1
Vehicle182	1
Vehicle183	1
Vehicle184	1
Vehicle185	1
Vehicle186	1
Vehicle187	1
Vehicle188	1
Vehicle189	1
Vehicle190	1
Vehicle191	1
Vehicle192	1
Vehicle193	1
Vehicle194	1
Vehicle195	1
Vehicle196	1
Vehicle197	1
Vehicle198	1
Vehicle199	1
Vehicle200	1
Vehicle201	1
Vehicle202	1
Vehicle203	1
Vehicle204	1
Vehicle205	1
Vehicle206	1
Vehicle207	1
Vehicle208	1
Vehicle209	1
Vehicle210	1
Vehicle211	1
Vehicle212	1
Vehicle213	1
Vehicle214	1
Vehicle215	1
Vehicle216	1
Vehicle217	1
Vehicle218	1
Vehicle219	1
Vehicle220	1
Vehicle221	1
Vehicle222	1
Vehicle223	1
Vehicle224	1
Vehicle225	1
Vehicle226	1
Vehicle227	1
Vehicle228	1
Vehicle229	1
Vehicle230	1
Vehicle231	1
Vehicle232	1
Vehicle233	1
Vehicle234	1
Vehicle235	1
Vehicle236	1
Vehicle237	1
